Month,Day of Week,Portion of Day,Purpose,Start Location Type,End Location Type,Total Commutes
October,Friday,Evening,Eating,Home,Restaurant,329
October,Friday,Evening,Eating,Pub,Restaurant,59
October,Friday,Evening,Going Back to Home,Pub,Home,116
October,Friday,Evening,Coming Back From Restaurant,Restaurant,Pub,30
October,Friday,Evening,Coming Back From Restaurant,Restaurant,Work,1162
October,Friday,Evening,Coming Back From Restaurant,Restaurant,Home,222
October,Friday,Evening,Work/Home Commute,Work,Home,3369
October,Friday,Evening,Recreation (Social Gathering),Home,Pub,639
October,Friday,Night,Coming Back From Restaurant,Restaurant,Home,612
October,Friday,Night,Coming Back From Restaurant,Restaurant,Pub,181
October,Friday,Night,Coming Back From Restaurant,Restaurant,Work,3
October,Friday,Night,Going Back to Home,Pub,Home,1538
October,Friday,Night,Going Back to Home,Restaurant,Home,47
October,Friday,Night,Eating,Home,Restaurant,547
October,Friday,Night,Eating,Pub,Restaurant,161
October,Friday,Night,Recreation (Social Gathering),Home,Pub,1155
October,Friday,Night,Work/Home Commute,Work,Home,11
November,Tuesday,Morning,Eating,Home,Restaurant,132
November,Tuesday,Morning,Eating,Work,Restaurant,541
November,Tuesday,Morning,Eating,Pub,Restaurant,4
November,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Home,126
November,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Work,269
November,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Pub,3
November,Tuesday,Morning,Going Back to Home,Pub,Home,224
November,Tuesday,Morning,Going Back to Home,Restaurant,Home,18
November,Tuesday,Morning,Recreation (Social Gathering),Home,Pub,114
November,Tuesday,Morning,Work/Home Commute,Home,Work,4175
November,Tuesday,Afternoon,Eating,Work,Restaurant,1676
November,Tuesday,Afternoon,Eating,Home,Restaurant,22
November,Tuesday,Afternoon,Eating,Pub,Restaurant,7
November,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,8
November,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1663
November,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,19
November,Tuesday,Afternoon,Going Back to Home,Pub,Home,43
November,Tuesday,Afternoon,Recreation (Social Gathering),Home,Pub,35
November,Tuesday,Evening,Going Back to Home,Pub,Home,100
November,Tuesday,Evening,Eating,Work,Restaurant,1101
November,Tuesday,Evening,Eating,Home,Restaurant,432
November,Tuesday,Evening,Eating,Pub,Restaurant,63
November,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Pub,32
November,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Home,300
November,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Work,1383
November,Tuesday,Evening,Work/Home Commute,Work,Home,4162
November,Tuesday,Evening,Recreation (Social Gathering),Home,Pub,596
November,Tuesday,Night,Going Back to Home,Pub,Home,1453
November,Tuesday,Night,Going Back to Home,Restaurant,Home,53
November,Tuesday,Night,Coming Back From Restaurant,Restaurant,Home,795
November,Tuesday,Night,Coming Back From Restaurant,Restaurant,Work,3
November,Tuesday,Night,Coming Back From Restaurant,Restaurant,Pub,167
November,Tuesday,Night,Eating,Home,Restaurant,711
November,Tuesday,Night,Eating,Pub,Restaurant,141
November,Tuesday,Night,Recreation (Social Gathering),Home,Pub,1055
November,Tuesday,Night,Work/Home Commute,Work,Home,13
November,Wednesday,Morning,Eating,Home,Restaurant,139
November,Wednesday,Morning,Eating,Work,Restaurant,501
November,Wednesday,Morning,Eating,Pub,Restaurant,5
November,Wednesday,Morning,Recreation (Social Gathering),Home,Pub,125
November,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Home,134
November,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Work,237
November,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Pub,3
November,Wednesday,Morning,Work/Home Commute,Home,Work,4165
November,Wednesday,Morning,Going Back to Home,Pub,Home,211
November,Wednesday,Morning,Going Back to Home,Restaurant,Home,4
November,Wednesday,Afternoon,Eating,Work,Restaurant,1675
November,Wednesday,Afternoon,Eating,Home,Restaurant,22
November,Wednesday,Afternoon,Eating,Pub,Restaurant,4
November,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,6
November,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1639
November,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,25
November,Wednesday,Afternoon,Going Back to Home,Pub,Home,37
November,Wednesday,Afternoon,Recreation (Social Gathering),Home,Pub,37
November,Wednesday,Evening,Eating,Work,Restaurant,1116
November,Wednesday,Evening,Eating,Home,Restaurant,420
November,Wednesday,Evening,Eating,Pub,Restaurant,52
November,Wednesday,Evening,Going Back to Home,Pub,Home,113
November,Wednesday,Evening,Work/Home Commute,Work,Home,4153
November,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Work,1414
November,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Pub,30
November,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Home,274
November,Wednesday,Evening,Recreation (Social Gathering),Home,Pub,601
November,Wednesday,Night,Going Back to Home,Pub,Home,1387
November,Wednesday,Night,Going Back to Home,Restaurant,Home,48
November,Wednesday,Night,Coming Back From Restaurant,Restaurant,Pub,161
November,Wednesday,Night,Coming Back From Restaurant,Restaurant,Home,804
November,Wednesday,Night,Coming Back From Restaurant,Restaurant,Work,2
November,Wednesday,Night,Eating,Home,Restaurant,701
November,Wednesday,Night,Eating,Pub,Restaurant,150
November,Wednesday,Night,Recreation (Social Gathering),Home,Pub,990
November,Wednesday,Night,Work/Home Commute,Work,Home,12
November,Thursday,Morning,Recreation (Social Gathering),Home,Pub,132
November,Thursday,Morning,Eating,Home,Restaurant,67
November,Thursday,Morning,Eating,Work,Restaurant,406
November,Thursday,Morning,Eating,Pub,Restaurant,14
November,Thursday,Morning,Coming Back From Restaurant,Restaurant,Home,67
November,Thursday,Morning,Coming Back From Restaurant,Restaurant,Pub,11
November,Thursday,Morning,Coming Back From Restaurant,Restaurant,Work,192
November,Thursday,Morning,Going Back to Home,Pub,Home,181
November,Thursday,Morning,Going Back to Home,Restaurant,Home,7
November,Thursday,Morning,Work/Home Commute,Home,Work,3368
November,Thursday,Afternoon,Eating,Work,Restaurant,1336
November,Thursday,Afternoon,Eating,Pub,Restaurant,7
November,Thursday,Afternoon,Eating,Home,Restaurant,18
November,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,9
November,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1314
November,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Home,15
November,Thursday,Afternoon,Going Back to Home,Pub,Home,46
November,Thursday,Afternoon,Recreation (Social Gathering),Home,Pub,41
November,Thursday,Evening,Eating,Work,Restaurant,905
November,Thursday,Evening,Eating,Home,Restaurant,327
November,Thursday,Evening,Eating,Pub,Restaurant,50
November,Thursday,Evening,Going Back to Home,Pub,Home,120
November,Thursday,Evening,Work/Home Commute,Work,Home,3357
November,Thursday,Evening,Coming Back From Restaurant,Restaurant,Work,1139
November,Thursday,Evening,Coming Back From Restaurant,Restaurant,Home,215
November,Thursday,Evening,Coming Back From Restaurant,Restaurant,Pub,31
November,Thursday,Evening,Recreation (Social Gathering),Home,Pub,568
November,Thursday,Night,Going Back to Home,Pub,Home,1290
November,Thursday,Night,Going Back to Home,Restaurant,Home,51
November,Thursday,Night,Coming Back From Restaurant,Restaurant,Pub,137
November,Thursday,Night,Coming Back From Restaurant,Restaurant,Work,2
November,Thursday,Night,Coming Back From Restaurant,Restaurant,Home,643
November,Thursday,Night,Eating,Pub,Restaurant,127
November,Thursday,Night,Eating,Home,Restaurant,570
November,Thursday,Night,Recreation (Social Gathering),Home,Pub,933
November,Thursday,Night,Work/Home Commute,Work,Home,11
November,Friday,Morning,Eating,Home,Restaurant,76
November,Friday,Morning,Eating,Pub,Restaurant,9
November,Friday,Morning,Eating,Work,Restaurant,409
November,Friday,Morning,Going Back to Home,Pub,Home,165
November,Friday,Morning,Going Back to Home,Restaurant,Home,5
November,Friday,Morning,Coming Back From Restaurant,Restaurant,Home,75
November,Friday,Morning,Coming Back From Restaurant,Restaurant,Work,196
November,Friday,Morning,Coming Back From Restaurant,Restaurant,Pub,6
November,Friday,Morning,Work/Home Commute,Home,Work,3380
November,Friday,Morning,Recreation (Social Gathering),Home,Pub,73
November,Friday,Afternoon,Eating,Work,Restaurant,1324
November,Friday,Afternoon,Eating,Home,Restaurant,31
November,Friday,Afternoon,Eating,Pub,Restaurant,3
November,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,4
November,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1289
November,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Home,29
November,Friday,Afternoon,Going Back to Home,Pub,Home,27
November,Friday,Afternoon,Recreation (Social Gathering),Home,Pub,23
November,Friday,Evening,Coming Back From Restaurant,Restaurant,Home,203
November,Friday,Evening,Coming Back From Restaurant,Restaurant,Pub,26
November,Friday,Evening,Coming Back From Restaurant,Restaurant,Work,1167
November,Friday,Evening,Eating,Work,Restaurant,920
November,Friday,Evening,Eating,Pub,Restaurant,45
November,Friday,Evening,Eating,Home,Restaurant,314
November,Friday,Evening,Going Back to Home,Pub,Home,89
November,Friday,Evening,Work/Home Commute,Work,Home,3370
November,Friday,Evening,Recreation (Social Gathering),Home,Pub,634
November,Friday,Night,Going Back to Home,Pub,Home,1511
November,Friday,Night,Going Back to Home,Restaurant,Home,51
November,Friday,Night,Coming Back From Restaurant,Restaurant,Pub,188
November,Friday,Night,Coming Back From Restaurant,Restaurant,Home,618
November,Friday,Night,Coming Back From Restaurant,Restaurant,Work,1
November,Friday,Night,Eating,Pub,Restaurant,186
November,Friday,Night,Eating,Home,Restaurant,545
November,Friday,Night,Recreation (Social Gathering),Home,Pub,1112
November,Friday,Night,Work/Home Commute,Work,Home,10
November,Saturday,Morning,Eating,Home,Restaurant,1747
November,Saturday,Morning,Eating,Pub,Restaurant,53
November,Saturday,Morning,Eating,Work,Restaurant,72
November,Saturday,Morning,Recreation (Social Gathering),Home,Pub,1939
November,Saturday,Morning,Coming Back From Restaurant,Restaurant,Home,1621
November,Saturday,Morning,Coming Back From Restaurant,Restaurant,Pub,25
November,Saturday,Morning,Coming Back From Restaurant,Restaurant,Work,47
November,Saturday,Morning,Going Back to Home,Pub,Home,1410
November,Saturday,Morning,Going Back to Home,Restaurant,Home,90
November,Saturday,Morning,Work/Home Commute,Home,Work,428
November,Saturday,Afternoon,Going Back to Home,Pub,Home,595
November,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Home,392
November,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,112
November,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Work,141
November,Saturday,Afternoon,Eating,Pub,Restaurant,122
November,Saturday,Afternoon,Eating,Home,Restaurant,488
November,Saturday,Afternoon,Eating,Work,Restaurant,140
November,Saturday,Afternoon,Recreation (Social Gathering),Home,Pub,596
November,Saturday,Evening,Coming Back From Restaurant,Restaurant,Home,702
November,Saturday,Evening,Coming Back From Restaurant,Restaurant,Pub,183
November,Saturday,Evening,Coming Back From Restaurant,Restaurant,Work,132
November,Saturday,Evening,Going Back to Home,Pub,Home,1198
November,Saturday,Evening,Eating,Home,Restaurant,646
November,Saturday,Evening,Eating,Work,Restaurant,108
November,Saturday,Evening,Eating,Pub,Restaurant,176
November,Saturday,Evening,Recreation (Social Gathering),Home,Pub,1234
November,Saturday,Evening,Work/Home Commute,Work,Home,428
November,Saturday,Night,Going Back to Home,Pub,Home,1800
November,Saturday,Night,Going Back to Home,Restaurant,Home,42
November,Saturday,Night,Eating,Pub,Restaurant,155
November,Saturday,Night,Eating,Home,Restaurant,499
November,Saturday,Night,Coming Back From Restaurant,Restaurant,Pub,163
November,Saturday,Night,Coming Back From Restaurant,Restaurant,Home,553
November,Saturday,Night,Recreation (Social Gathering),Home,Pub,1271
November,Sunday,Morning,Eating,Home,Restaurant,1749
November,Sunday,Morning,Eating,Pub,Restaurant,39
November,Sunday,Morning,Eating,Work,Restaurant,64
November,Sunday,Morning,Recreation (Social Gathering),Home,Pub,1776
November,Sunday,Morning,Coming Back From Restaurant,Restaurant,Pub,15
November,Sunday,Morning,Coming Back From Restaurant,Restaurant,Home,1606
November,Sunday,Morning,Coming Back From Restaurant,Restaurant,Work,45
November,Sunday,Morning,Going Back to Home,Pub,Home,1329
November,Sunday,Morning,Going Back to Home,Restaurant,Home,91
November,Sunday,Morning,Work/Home Commute,Home,Work,416
November,Sunday,Afternoon,Going Back to Home,Pub,Home,535
November,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,112
November,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Work,137
November,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Home,391
November,Sunday,Afternoon,Eating,Home,Restaurant,464
November,Sunday,Afternoon,Eating,Work,Restaurant,154
November,Sunday,Afternoon,Eating,Pub,Restaurant,121
November,Sunday,Afternoon,Recreation (Social Gathering),Home,Pub,519
November,Sunday,Evening,Going Back to Home,Pub,Home,1077
November,Sunday,Evening,Coming Back From Restaurant,Restaurant,Home,712
November,Sunday,Evening,Coming Back From Restaurant,Restaurant,Pub,176
November,Sunday,Evening,Coming Back From Restaurant,Restaurant,Work,139
November,Sunday,Evening,Eating,Pub,Restaurant,158
November,Sunday,Evening,Eating,Home,Restaurant,665
November,Sunday,Evening,Eating,Work,Restaurant,103
November,Sunday,Evening,Recreation (Social Gathering),Home,Pub,1142
November,Sunday,Evening,Work/Home Commute,Work,Home,412
November,Sunday,Night,Coming Back From Restaurant,Restaurant,Home,561
November,Sunday,Night,Coming Back From Restaurant,Restaurant,Pub,191
November,Sunday,Night,Recreation (Social Gathering),Home,Pub,1220
November,Sunday,Night,Going Back to Home,Pub,Home,1715
November,Sunday,Night,Going Back to Home,Restaurant,Home,39
November,Sunday,Night,Eating,Home,Restaurant,508
November,Sunday,Night,Eating,Pub,Restaurant,187
November,Sunday,Night,Work/Home Commute,Work,Home,4
November,Monday,Morning,Eating,Home,Restaurant,110
November,Monday,Morning,Eating,Work,Restaurant,425
November,Monday,Morning,Recreation (Social Gathering),Home,Pub,105
November,Monday,Morning,Coming Back From Restaurant,Restaurant,Home,106
November,Monday,Morning,Coming Back From Restaurant,Restaurant,Work,216
November,Monday,Morning,Coming Back From Restaurant,Restaurant,Pub,2
November,Monday,Morning,Going Back to Home,Pub,Home,219
November,Monday,Morning,Going Back to Home,Restaurant,Home,7
November,Monday,Morning,Work/Home Commute,Home,Work,3336
November,Monday,Afternoon,Eating,Work,Restaurant,1321
November,Monday,Afternoon,Eating,Home,Restaurant,24
November,Monday,Afternoon,Eating,Pub,Restaurant,16
November,Monday,Afternoon,Going Back to Home,Pub,Home,32
November,Monday,Afternoon,Recreation (Social Gathering),Home,Pub,28
November,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,11
November,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1302
November,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Home,20
November,Monday,Evening,Eating,Work,Restaurant,888
November,Monday,Evening,Eating,Home,Restaurant,344
November,Monday,Evening,Eating,Pub,Restaurant,46
November,Monday,Evening,Coming Back From Restaurant,Restaurant,Pub,28
November,Monday,Evening,Coming Back From Restaurant,Restaurant,Work,1115
November,Monday,Evening,Coming Back From Restaurant,Restaurant,Home,226
November,Monday,Evening,Going Back to Home,Pub,Home,124
November,Monday,Evening,Work/Home Commute,Work,Home,3331
November,Monday,Evening,Recreation (Social Gathering),Home,Pub,635
November,Monday,Night,Going Back to Home,Pub,Home,1452
November,Monday,Night,Going Back to Home,Restaurant,Home,51
November,Monday,Night,Coming Back From Restaurant,Restaurant,Pub,181
November,Monday,Night,Coming Back From Restaurant,Restaurant,Home,615
